INC_IR_NO,INC_DATE,INC_YEAR,INC_TIME,INC_DAY_WEEK,INC_LOC_COUNTY,HUNDRED_BLOCK,INC_CITY,INC_STATE,INC_ZIPCODE,INC_PRECINCT,CIT_NUMBER,CIT_GENDER,CIT_AGE,SUBJ_AGE_GROUP,CIT_RACE,CIT_ETHNICITY,SIMPLE_SUBJ_RE_GRP,CITIZEN_CHARGE,PGP_COUNT
"202100001337733","08/27/2021","2021","20:51","Friday","611 Beat","6XXX North 19th Avenue","Phoenix","AZ","85015","Desert Horizon Precinct","28919","Male","25","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100001337073","08/27/2021","2021","18:27","Friday","823 Beat","4XXX West Clarendon Avenue","Phoenix","AZ","85031","Maryvale/Estrella Precinct","28801","Male","31","30s","White","Hispanic","Hispanic","None","1"
"202100001337824","08/27/2021","2021","21:45","Friday","621 Beat","1XXXX North Black Canyon Highway","Phoenix","AZ","85029","Desert Horizon Precinct","28726","Male","25","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100001335043","08/27/2021","2021","11:36","Friday","834 Beat","4XXX West Carter Road","Phoenix","AZ","85041","Maryvale/Estrella Precinct","28759","Male","27","20s","White","Non-Hispanic","White","None","1"
"202100001335903","08/27/2021","2021","16:00","Friday","723 Beat","1XXX North 44th Street","Phoenix","AZ","85008","Mountain View Precinct","28789","Male","25","20s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202100001335903","08/27/2021","2021","16:00","Friday","723 Beat","1XXX North 44th Street","Phoenix","AZ","85008","Mountain View Precinct","28792","Female","33","30s","Black","Non-Hispanic","Black or African American","None","1"
"202100001335903","08/27/2021","2021","16:00","Friday","723 Beat","1XXX North 44th Street","Phoenix","AZ","85008","Mountain View Precinct","28790","Female","30","30s","Black","Non-Hispanic","Black or African American","None","1"
"202100001335903","08/27/2021","2021","16:00","Friday","723 Beat","1XXX North 44th Street","Phoenix","AZ","85008","Mountain View Precinct","28791","Male","27","20s","Black","Non-Hispanic","Black or African American","None","1"
"202100001337446","08/27/2021","2021","20:22","Friday","915 Beat","6XXX North 33rd Avenue","Phoenix","AZ","85017","Cactus Park Precinct","28845","Male","18","<20","American Indian / Alaskan Native","Non-Hispanic","Other","None","1"
"202100001337733","08/27/2021","2021","20:51","Friday","611 Beat","6XXX North 19th Avenue","Phoenix","AZ","85015","Desert Horizon Precinct","28918","Female","21","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100001343363","08/28/2021","2021","22:01","Saturday","422 Beat","6XXX South 12th Street","Phoenix","AZ","85042","South Mountain Precinct","28786","Male","23","20s","White","Non-Hispanic","White","Criminal Felony","1"
"202100001342416","08/28/2021","2021","18:50","Saturday","933 Beat","3XXX West Yorkshire Drive","Phoenix","AZ","85027","Cactus Park Precinct","28847","Male","44","40s","White","Non-Hispanic","White","None","1"
"202100001343700","08/28/2021","2021","23:47","Saturday","815 Beat","7XXX West Mcdowell Road","Phoenix","AZ","85035","Maryvale/Estrella Precinct","28731","Male","27","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100001343700","08/28/2021","2021","23:47","Saturday","815 Beat","7XXX West Mcdowell Road","Phoenix","AZ","85035","Maryvale/Estrella Precinct","28732","Female","31","30s","White","Hispanic","Hispanic","Criminal Misdemeanor","1"
"202100001339450","08/28/2021","2021","07:45","Saturday","734 Beat","2XXX West Osborn Road","Phoenix","AZ","85015","Mountain View Precinct","28783","Male","38","30s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202100001357010","08/29/2021","2021","11:06","Sunday","625 Beat","2XXX West Glenrosa Avenue","Phoenix","AZ","85015","Desert Horizon Precinct","28967","Male","34","30s","White","Hispanic","Hispanic","None","1"
"202100001348979","08/29/2021","2021","23:35","Sunday","611 Beat","2XXX West Glendale Avenue","Phoenix","AZ","85021","Desert Horizon Precinct","28965","Male","32","30s","White","Non-Hispanic","White","Criminal Felony","1"
"202100001347510","08/29/2021","2021","17:46","Sunday","234 Beat","1XXX East Bell Road","Phoenix","AZ","85032","Black Mountain Precinct","28778","Male","31","30s","White","Non-Hispanic","White","Criminal Felony","1"
"202100001344518","08/29/2021","2021","03:43","Sunday","622 Beat","1XXX East Cinnabar Avenue","Phoenix","AZ","85020","Desert Horizon Precinct","33018","Female","45","40s","White","Non-Hispanic","White","None","1"
"202100001348184","08/29/2021","2021","20:18","Sunday","615 Beat","6XX East Missouri Avenue","Phoenix","AZ","85014","Desert Horizon Precinct","33184","Male","35","30s","White","Non-Hispanic","White","Criminal Misdemeanor","1"
"202100001344518","08/29/2021","2021","03:43","Sunday","622 Beat","1XXX East Cinnabar Avenue","Phoenix","AZ","85020","Desert Horizon Precinct","33017","Male","48","40s","White","Non-Hispanic","White","None","1"
"202100001347011","08/29/2021","2021","17:40","Sunday","822 Beat","6XXX West Avalon Drive","Phoenix","AZ","85033","Maryvale/Estrella Precinct","28811","Male","33","30s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100001349303","08/30/2021","2021","00:55","Monday","931 Beat","1XXXX North 28th Drive","Phoenix","AZ","85029","Cactus Park Precinct","28768","Male","27","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100001352823","08/30/2021","2021","21:02","Monday","811 Beat","1XXXX West Elm Street","Phoenix","AZ","85037","Maryvale/Estrella Precinct","28767","Female","45","40s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202100001351537","08/30/2021","2021","11:50","Monday","931 Beat","1XXXX North 38th Lane","Phoenix","AZ","85029","Cactus Park Precinct","28844","Male","41","40s","Black","Non-Hispanic","Black or African American","None","1"
"202100001350387","08/30/2021","2021","08:37","Monday","825 Beat","Not Available","Not Available","Not Available","Not Available","Maryvale/Estrella Precinct","28797","Male","38","30s","White","Non-Hispanic","White","None","1"
"202100001349833","08/30/2021","2021","06:40","Monday","811 Beat","1XXXX West Monterosa Street","Phoenix","AZ","85037","Maryvale/Estrella Precinct","28798","Male","32","30s","White","Non-Hispanic","White","None","1"
"202100001352823","08/30/2021","2021","21:02","Monday","811 Beat","1XXXX West Elm Street","Phoenix","AZ","85037","Maryvale/Estrella Precinct","28766","Male","26","20s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202100001352823","08/30/2021","2021","21:02","Monday","Out of City Beat","1XXXX West Indian School Road","Avondale","AZ","85031","Out of City","28764","Male","21","20s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202100001352823","08/30/2021","2021","21:02","Monday","811 Beat","1XXXX West Elm Street","Phoenix","AZ","85037","Maryvale/Estrella Precinct","28765","Male","49","40s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202100001356806","08/30/2021","2021","10:35","Monday","931 Beat","1XXXX North 38th Drive","Phoenix","AZ","85029","Cactus Park Precinct","13007","Male","27","20s","Black","Non-Hispanic","Black or African American","None","1"
"202100001350796","08/30/2021","2021","09:55","Monday","424 Beat","4XX West Beautiful Lane","Phoenix","AZ","85041","South Mountain Precinct","28829","Female","20","20s","White","Unknown","White","None","1"
"202100001355960","08/31/2021","2021","07:45","Tuesday","825 Beat","2XXX West Mulberry Drive","Phoenix","AZ","85017","Maryvale/Estrella Precinct","28788","Male","31","30s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100001356453","08/31/2021","2021","09:40","Tuesday","631 Beat","4XXX East Grovers Avenue","Phoenix","AZ","85032","Desert Horizon Precinct","34816","Male","31","30s","White","Non-Hispanic","White","None","1"
"202100001356453","08/31/2021","2021","09:40","Tuesday","631 Beat","4XXX East Grovers Avenue","Phoenix","AZ","85032","Desert Horizon Precinct","34814","Female","24","20s","White","Non-Hispanic","White","Criminal Felony","1"
"202100001360343","08/31/2021","2021","21:32","Tuesday","224 Beat","2XXX West Morningside Drive","Phoenix","AZ","85023","Black Mountain Precinct","28793","Male","36","30s","White","Non-Hispanic","White","Criminal Felony","1"
"202100001338945","08/31/2021","2021","15:20","Tuesday","814 Beat","7XXX West Indianola Avenue","Phoenix","AZ","85033","Maryvale/Estrella Precinct","28876","Male","27","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100001356848","08/31/2021","2021","10:37","Tuesday","721 Beat","2XXX East Harvard Street","Phoenix","AZ","85006","Mountain View Precinct","28906","Male","32","30s","White","Non-Hispanic","White","Criminal Felony","1"
"202100001356453","08/31/2021","2021","09:40","Tuesday","631 Beat","4XXX East Grovers Avenue","Phoenix","AZ","85032","Desert Horizon Precinct","23045","Male","26","20s","White","Non-Hispanic","White","Criminal Felony","1"
"202100001356453","08/31/2021","2021","09:40","Tuesday","631 Beat","4XXX East Grovers Avenue","Phoenix","AZ","85032","Desert Horizon Precinct","34815","Male","31","30s","White","Non-Hispanic","White","Criminal Felony","1"
"202100001304771","09/01/2021","2021","22:28","Wednesday","931 Beat","1XXXX North 28th Drive","Phoenix","AZ","85029","Cactus Park Precinct","28804","Male","27","20s","American Indian / Alaskan Native","Non-Hispanic","Other","Criminal Felony","1"
"202100001320849","09/01/2021","2021","17:05","Wednesday","Out of City Beat","9XXX West Glendale Avenue","Glendale","AZ","85305","Out of City","28878","Male","31","30s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100001366694","09/01/2021","2021","23:20","Wednesday","912 Beat","5XXX North 38th Avenue","Phoenix","AZ","85019","Cactus Park Precinct","28806","Male","25","20s","White","Hispanic","Hispanic","Criminal Misdemeanor","1"
"202100001304771","09/01/2021","2021","22:28","Wednesday","931 Beat","1XXXX North 28th Drive","Phoenix","AZ","85029","Cactus Park Precinct","28805","Male","20","20s","White","Hispanic","Hispanic","None","1"
"202100001365416","09/01/2021","2021","18:05","Wednesday","735 Beat","3XX East Mulberry Drive","Phoenix","AZ","85012","Mountain View Precinct","28803","Male","31","30s","White","Hispanic","Hispanic","None","1"
"202100001362926","09/01/2021","2021","11:15","Wednesday","931 Beat","2XXX West Cactus Road","Phoenix","AZ","85029","Cactus Park Precinct","26526","Male","42","40s","White","Non-Hispanic","White","Criminal Felony","1"
"202100001363299","09/01/2021","2021","11:25","Wednesday","622 Beat","1XXX West Cheryl Drive","Phoenix","AZ","85021","Desert Horizon Precinct","28971","Male","39","30s","Black","Non-Hispanic","Black or African American","Criminal Misdemeanor","1"
"202100001361136","09/01/2021","2021","02:19","Wednesday","911 Beat","4XXX North 35th Avenue","Phoenix","AZ","85017","Cactus Park Precinct","4420","Male","42","40s","White","Non-Hispanic","White","Criminal Felony","1"
"202100001372491","09/02/2021","2021","23:45","Thursday","725 Beat","3XXX East Garfield Street","Phoenix","AZ","85008","Mountain View Precinct","34338","Male","24","20s","White","Hispanic","Hispanic","None","1"
"202100001367290","09/02/2021","2021","07:55","Thursday","726 Beat","4XXX East Van Buren Street","Phoenix","AZ","85008","Mountain View Precinct","28913","Male","22","20s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202100001363226","09/02/2021","2021","16:14","Thursday","411 Beat","4XXX West Van Buren Street","Phoenix","AZ","85009","South Mountain Precinct","28826","Male","35","30s","White","Unknown","White","None","1"
"202100001371601","09/02/2021","2021","20:20","Thursday","933 Beat","3XXX West Muriel Drive","Phoenix","AZ","85053","Cactus Park Precinct","28831","Male","36","30s","White","Non-Hispanic","White","None","1"
"202100001131024","09/02/2021","2021","10:12","Thursday","Out of City Beat","1XXXX West Tuckey Lane","Glendale","AZ","85307","Out of City","28877","Male","37","30s","White","Non-Hispanic","White","Criminal Felony","1"
"202100001367410","09/02/2021","2021","05:42","Thursday","824 Beat","Not Available","Not Available","Not Available","Not Available","Maryvale/Estrella Precinct","28937","Male","30","30s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100001366821","09/02/2021","2021","01:08","Thursday","824 Beat","3XXX West Lewis Avenue","Phoenix","AZ","85009","Maryvale/Estrella Precinct","21860","Male","Not Available","Not Available","White","Hispanic","Hispanic","None","1"
"202100001371702","09/02/2021","2021","20:17","Thursday","631 Beat","6XXX East Princess Drive","Phoenix","AZ","85054","Desert Horizon Precinct","28823","Male","36","30s","Black","Non-Hispanic","Black or African American","None","1"
"202100001269201","09/02/2021","2021","18:32","Thursday","412 Beat","Not Available","Not Available","Not Available","Not Available","South Mountain Precinct","28892","Male","20","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100001372491","09/02/2021","2021","23:45","Thursday","725 Beat","3XXX East Garfield Street","Phoenix","AZ","85008","Mountain View Precinct","34339","Male","23","20s","White","Hispanic","Hispanic","None","1"
"202100001367138","09/02/2021","2021","03:02","Thursday","512 Beat","Not Available","Phoenix","AZ","85007","Central City Precinct","25957","Male","29","20s","Black","Non-Hispanic","Black or African American","Criminal Misdemeanor","1"
"202100001371367","09/02/2021","2021","18:43","Thursday","234 Beat","2XXX East Grovers Avenue","Phoenix","AZ","85022","Black Mountain Precinct","28839","Male","41","40s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100001352783","09/02/2021","2021","16:50","Thursday","411 Beat","Not Available","Phoenix","AZ","85009","South Mountain Precinct","28816","Male","27","20s","White","Hispanic","Hispanic","None","1"
"202100001367319","09/02/2021","2021","00:22","Thursday","824 Beat","3XXX West Lewis Avenue","Phoenix","AZ","85009","Maryvale/Estrella Precinct","28933","Male","42","40s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100001372491","09/02/2021","2021","23:45","Thursday","725 Beat","3XXX East Garfield Street","Phoenix","AZ","85008","Mountain View Precinct","34013","Male","23","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100001372057","09/02/2021","2021","22:06","Thursday","912 Beat","3XXX West Camelback Road","Phoenix","AZ","85019","Cactus Park Precinct","28824","Male","32","30s","White","Non-Hispanic","White","Criminal Felony","1"
"202100001371222","09/02/2021","2021","18:15","Thursday","722 Beat","Not Available","Phoenix","AZ","85006","Mountain View Precinct","28817","Male","39","30s","White","Non-Hispanic","White","Criminal Felony","1"
"202100001366821","09/02/2021","2021","01:08","Thursday","824 Beat","3XXX West Lewis Avenue","Phoenix","AZ","85009","Maryvale/Estrella Precinct","28934","Male","Not Available","Not Available","White","Hispanic","Hispanic","Criminal Felony","1"
"202100001372491","09/02/2021","2021","23:45","Thursday","725 Beat","3XXX East Garfield Street","Phoenix","AZ","85008","Mountain View Precinct","34340","Male","27","20s","White","Hispanic","Hispanic","None","1"
"202100001368426","09/02/2021","2021","10:30","Thursday","725 Beat","1XXX North 28th Street","Phoenix","AZ","85008","Mountain View Precinct","28814","Female","40","40s","White","Non-Hispanic","White","Criminal Felony","1"
"202100001352783","09/02/2021","2021","16:50","Thursday","411 Beat","Not Available","Phoenix","AZ","85009","South Mountain Precinct","28815","Male","24","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100001373051","09/03/2021","2021","02:00","Friday","223 Beat","8XX West Bell Road","Phoenix","AZ","85308","Black Mountain Precinct","28962","Male","31","30s","Black","Non-Hispanic","Black or African American","None","1"
"202100001376817","09/03/2021","2021","19:31","Friday","815 Beat","2XXX North 83rd Avenue","Phoenix","AZ","85035","Maryvale/Estrella Precinct","28868","Female","32","30s","White","Non-Hispanic","White","Criminal Felony","1"
"202100001373135","09/03/2021","2021","02:24","Friday","834 Beat","3XXX West Baseline Road","Laveen","AZ","85339","Maryvale/Estrella Precinct","28865","Male","16","<20","White","Hispanic","Hispanic","Criminal Felony","1"
"202100001373180","09/03/2021","2021","04:50","Friday","516 Beat","Not Available","Phoenix","AZ","85034","Central City Precinct","28851","Male","35","30s","Black","Non-Hispanic","Black or African American","Criminal Misdemeanor","1"
"202100001376207","09/03/2021","2021","17:30","Friday","724 Beat","4XXX East Mcdowell Road","Phoenix","AZ","85008","Mountain View Precinct","28893","Male","24","20s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202100001373393","09/03/2021","2021","06:33","Friday","Out of City Beat","2XXX North 123rd Avenue","Avondale","AZ","85392","Out of City","28818","Male","17","<20","White","Hispanic","Hispanic","None","1"
"202100001373393","09/03/2021","2021","06:33","Friday","Out of City Beat","2XXX North 123rd Avenue","Avondale","AZ","85392","Out of City","28820","Male","14","<20","White","Hispanic","Hispanic","None","1"
"202100001377824","09/03/2021","2021","23:20","Friday","Out of City Beat","4XXX West Cinnabar Avenue","Glendale","AZ","85302","Out of City","28874","Male","29","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100001373135","09/03/2021","2021","02:24","Friday","834 Beat","3XXX West Baseline Road","Laveen","AZ","85339","Maryvale/Estrella Precinct","28866","Male","21","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100001375911","09/03/2021","2021","18:11","Friday","233 Beat","3XXXX East Wahalla Lane","Phoenix","AZ","85050","Black Mountain Precinct","33103","Male","37","30s","White","Non-Hispanic","White","None","1"
"202100001373393","09/03/2021","2021","06:33","Friday","Out of City Beat","2XXX North 123rd Avenue","Avondale","AZ","85392","Out of City","28821","Female","40","40s","White","Hispanic","Hispanic","None","1"
"202100001376916","09/03/2021","2021","19:44","Friday","621 Beat","1XXX West Peoria Avenue","Phoenix","AZ","85029","Desert Horizon Precinct","29234","Male","57","50s","White","Non-Hispanic","White","Criminal Felony","1"
"202100001373393","09/03/2021","2021","06:33","Friday","Out of City Beat","2XXX North 123rd Avenue","Avondale","AZ","85392","Out of City","28819","Male","15","<20","White","Hispanic","Hispanic","None","1"
"202100001373752","09/03/2021","2021","07:25","Friday","612 Beat","1XXX West Bethany Home Road","Phoenix","AZ","85013","Desert Horizon Precinct","23861","Male","33","30s","White","Hispanic","Hispanic","Criminal Misdemeanor","1"
"202100001378392","09/04/2021","2021","02:15","Saturday","513 Beat","1XXX East Roosevelt Street","Phoenix","AZ","85006","Central City Precinct","28977","Male","34","30s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202100001379594","09/04/2021","2021","11:05","Saturday","625 Beat","1XXX West Glendale Avenue","Phoenix","AZ","85021","Desert Horizon Precinct","29045","Male","28","20s","Black","Non-Hispanic","Black or African American","Criminal Misdemeanor","1"
"202100001379899","09/04/2021","2021","17:00","Saturday","Out of City Beat","2XXX North Scottsdale Road","Scottsdale","AZ","85251","Out of City","4203","Male","53","50s","White","Non-Hispanic","White","Criminal Felony","1"
"202100001382012","09/04/2021","2021","18:30","Saturday","422 Beat","6XXX South 12th Street","Phoenix","AZ","85042","South Mountain Precinct","28943","Male","52","50s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100001378508","09/04/2021","2021","04:00","Saturday","724 Beat","4XXX East Cypress Street","Phoenix","AZ","85008","Mountain View Precinct","12453","Male","43","40s","White","Non-Hispanic","White","Criminal Misdemeanor","1"
"202100001381048","09/04/2021","2021","15:20","Saturday","912 Beat","3XXX West Montebello Avenue","Phoenix","AZ","85019","Cactus Park Precinct","28848","Male","61","60s","White","Hispanic","Hispanic","None","1"
"202100001382051","09/05/2021","2021","18:40","Sunday","422 Beat","7XX East Apollo Road","Phoenix","AZ","85042","South Mountain Precinct","28982","Female","61","60s","White","Hispanic","Hispanic","None","1"
"202100001382051","09/05/2021","2021","18:40","Sunday","422 Beat","7XX East Apollo Road","Phoenix","AZ","85042","South Mountain Precinct","27351","Male","34","30s","White","Unknown","White","None","1"
"202100001386707","09/05/2021","2021","16:46","Sunday","825 Beat","3XXX West Indian School Road","Phoenix","AZ","85031","Maryvale/Estrella Precinct","28932","Male","45","40s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202100001384689","09/05/2021","2021","08:39","Sunday","824 Beat","4XXX West Mcdowell Road","Phoenix","AZ","85035","Maryvale/Estrella Precinct","28859","Female","23","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100001384689","09/05/2021","2021","08:39","Sunday","824 Beat","4XXX West Mcdowell Road","Phoenix","AZ","85035","Maryvale/Estrella Precinct","28855","Male","32","30s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202100001386856","09/05/2021","2021","17:28","Sunday","422 Beat","5XXX South 2nd Street","Phoenix","AZ","85040","South Mountain Precinct","28942","Male","46","40s","Black","Non-Hispanic","Black or African American","None","1"
"202100001384689","09/05/2021","2021","08:39","Sunday","824 Beat","4XXX West Mcdowell Road","Phoenix","AZ","85035","Maryvale/Estrella Precinct","24792","Male","22","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100001384008","09/05/2021","2021","03:57","Sunday","736 Beat","1XXX East Mcdowell Road","Phoenix","AZ","85008","Mountain View Precinct","28986","Male","32","30s","Black","Non-Hispanic","Black or African American","None","1"
"202100001384689","09/05/2021","2021","08:39","Sunday","824 Beat","4XXX West Mcdowell Road","Phoenix","AZ","85035","Maryvale/Estrella Precinct","28857","Male","25","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100001387421","09/05/2021","2021","19:45","Sunday","214 Beat","4XXXX North 43rd Drive","Phoenix","AZ","85087","Black Mountain Precinct","28843","Male","39","30s","White","Non-Hispanic","White","Criminal Felony","1"
"202100001380276","09/05/2021","2021","12:08","Sunday","435 Beat","1XXXX South 31st Way","Phoenix","AZ","85048","South Mountain Precinct","28978","Male","42","40s","Black","Non-Hispanic","Black or African American","None","1"
"202100001387038","09/05/2021","2021","17:45","Sunday","422 Beat","5XXX South 5th Street","Phoenix","AZ","85040","South Mountain Precinct","28898","Female","35","30s","White","Hispanic","Hispanic","Criminal Misdemeanor","1"
"202100001382051","09/05/2021","2021","18:40","Sunday","422 Beat","7XX East Apollo Road","Phoenix","AZ","85042","South Mountain Precinct","28899","Male","30","30s","White","Hispanic","Hispanic","None","1"
"202100001387038","09/05/2021","2021","17:45","Sunday","422 Beat","5XXX South 5th Street","Phoenix","AZ","85040","South Mountain Precinct","28897","Male","65","60s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100001390935","09/06/2021","2021","13:05","Monday","933 Beat","4XXX West Continental Drive","Glendale","AZ","85308","Cactus Park Precinct","28941","Male","30","30s","White","Hispanic","Hispanic","Criminal Misdemeanor","1"
"202100001392013","09/06/2021","2021","16:20","Monday","613 Beat","2XXX West Elm Street","Phoenix","AZ","85015","Desert Horizon Precinct","29086","Male","17","<20","White","Hispanic","Hispanic","Criminal Felony","1"
"202100001388666","09/06/2021","2021","01:30","Monday","733 Beat","3XXX North 16th Street","Phoenix","AZ","85016","Mountain View Precinct","29051","Male","37","30s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202100001390935","09/06/2021","2021","13:05","Monday","933 Beat","4XXX West Continental Drive","Glendale","AZ","85308","Cactus Park Precinct","28940","Female","32","30s","White","Non-Hispanic","White","Criminal Misdemeanor","1"
"202100001392013","09/06/2021","2021","16:20","Monday","613 Beat","2XXX West Elm Street","Phoenix","AZ","85015","Desert Horizon Precinct","29085","Male","23","20s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202100001388666","09/06/2021","2021","01:30","Monday","733 Beat","3XXX North 16th Street","Phoenix","AZ","85016","Mountain View Precinct","29052","Male","35","30s","White","Non-Hispanic","White","Criminal Felony","1"
"202100001393744","09/06/2021","2021","22:42","Monday","921 Beat","2XXX West Northern Avenue","Phoenix","AZ","85051","Cactus Park Precinct","28959","Male","44","40s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100001393434","09/06/2021","2021","21:27","Monday","625 Beat","2XXX West Myrtle Avenue","Phoenix","AZ","85021","Desert Horizon Precinct","29014","Male","34","30s","White","Non-Hispanic","White","Criminal Felony","1"
"202100001388973","09/06/2021","2021","03:45","Monday","912 Beat","3XXX West Bethany Home Road","Phoenix","AZ","85019","Cactus Park Precinct","28849","Male","23","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100001393434","09/06/2021","2021","21:27","Monday","625 Beat","2XXX West Myrtle Avenue","Phoenix","AZ","85021","Desert Horizon Precinct","29053","Female","31","30s","White","Non-Hispanic","White","Criminal Felony","1"
"202100001392013","09/06/2021","2021","16:20","Monday","613 Beat","2XXX West Elm Street","Phoenix","AZ","85015","Desert Horizon Precinct","29083","Male","17","<20","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202100001392013","09/06/2021","2021","16:20","Monday","613 Beat","2XXX West Elm Street","Phoenix","AZ","85015","Desert Horizon Precinct","29084","Male","17","<20","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202100001399001","09/07/2021","2021","19:20","Tuesday","823 Beat","Not Available","Phoenix","AZ","85031","Maryvale/Estrella Precinct","29010","Male","54","50s","White","Non-Hispanic","White","None","1"
"202100001394272","09/07/2021","2021","01:45","Tuesday","924 Beat","2XXX West Peoria Avenue","Phoenix","AZ","85351","Cactus Park Precinct","28939","Male","39","30s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202100001399001","09/07/2021","2021","19:20","Tuesday","823 Beat","Not Available","Phoenix","AZ","85031","Maryvale/Estrella Precinct","29007","Male","49","40s","White","Non-Hispanic","White","None","1"
"202100001232961","09/07/2021","2021","17:16","Tuesday","621 Beat","2XXX West Shaw Butte Drive","Phoenix","AZ","85029","Desert Horizon Precinct","35690","Male","34","30s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100001399001","09/07/2021","2021","19:20","Tuesday","823 Beat","Not Available","Phoenix","AZ","85031","Maryvale/Estrella Precinct","29008","Male","55","50s","White","Non-Hispanic","White","None","1"
"202100001398301","09/07/2021","2021","18:26","Tuesday","224 Beat","1XXXX North 19th Avenue","Phoenix","AZ","85015","Black Mountain Precinct","28883","Male","32","30s","Black","Unknown","Black or African American","Criminal Felony","1"
"202100001394511","09/07/2021","2021","04:04","Tuesday","614 Beat","5XXX North 10th Avenue","Phoenix","AZ","85013","Desert Horizon Precinct","29062","Male","15","<20","White","Non-Hispanic","White","Criminal Felony","1"
"202100001398358","09/07/2021","2021","17:17","Tuesday","621 Beat","1XXXX North 25th Avenue","Phoenix","AZ","85029","Desert Horizon Precinct","29065","Male","33","30s","White","Non-Hispanic","White","Criminal Felony","1"
"202100001394455","09/07/2021","2021","03:26","Tuesday","615 Beat","5XXX North 7th Street","Phoenix","AZ","85014","Desert Horizon Precinct","29055","Male","37","30s","White","Non-Hispanic","White","None","1"
"202100001396788","09/07/2021","2021","13:20","Tuesday","621 Beat","2XXX West Paradise Drive","Phoenix","AZ","85029","Desert Horizon Precinct","28864","Male","23","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100001399001","09/07/2021","2021","19:20","Tuesday","823 Beat","Not Available","Phoenix","AZ","85031","Maryvale/Estrella Precinct","29011","Male","66","60s","White","Non-Hispanic","White","None","1"
"202100001399001","09/07/2021","2021","19:20","Tuesday","823 Beat","Not Available","Phoenix","AZ","85031","Maryvale/Estrella Precinct","29009","Male","48","40s","White","Non-Hispanic","White","None","1"
"202100001394455","09/07/2021","2021","03:26","Tuesday","615 Beat","5XXX North 7th Street","Phoenix","AZ","85014","Desert Horizon Precinct","29054","Female","28","20s","White","Non-Hispanic","White","None","1"
"202100001396221","09/07/2021","2021","11:15","Tuesday","923 Beat","2XXX West Royal Palm Road","Phoenix","AZ","85051","Cactus Park Precinct","29059","Male","27","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100001297668","09/08/2021","2021","11:04","Wednesday","824 Beat","4XXX West Mcdowell Road","Phoenix","AZ","85035","Maryvale/Estrella Precinct","28998","Male","18","<20","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202100001395363","09/08/2021","2021","06:30","Wednesday","625 Beat","1XXX East Gardenia Avenue","Phoenix","AZ","85020","Desert Horizon Precinct","29101","Male","40","40s","White","Non-Hispanic","White","Criminal Felony","1"
"202100001400753","09/08/2021","2021","08:30","Wednesday","Out of City Beat","1XXXX West Mountain View Drive","Avondale","AZ","85323","Out of City","29158","Male","31","30s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100001400753","09/08/2021","2021","08:30","Wednesday","Out of City Beat","1XXXX West Mountain View Drive","Avondale","AZ","85323","Out of City","29156","Male","5","<20","White","Hispanic","Hispanic","None","1"
